Datetime,AQI
2021-09-18,57.9921875
2021-09-19,66.73809523809524
2021-09-20,63.48031496062992
2021-09-21,57.266666666666666
2021-09-22,53.91111111111111
2021-09-23,54.744680851063826
2021-09-24,53.13076923076923
2021-09-25,62.45652173913044
2021-09-26,59.067669172932334
2021-09-27,61.714285714285715
2021-09-28,63.11851851851852
2021-09-29,56.81203007518797
2021-09-30,59.02255639097744
2021-10-01,66.54887218045113
2021-10-02,75.096
2021-10-03,70.02803738317758
2021-10-04,71.80208333333333
2021-10-05,72.22137404580153
2021-10-06,73.40714285714286
2021-10-07,84.06617647058823
2021-10-08,99.3984962406015
2021-10-09,107.44525547445255
2021-10-10,106.16030534351145
2021-10-11,110.16535433070867
2021-10-12,111.19424460431655
2021-10-13,122.77372262773723
2021-10-14,125.5114503816794
2021-10-15,127.7218045112782
2021-10-16,138.8854961832061
2021-10-17,124.65625
2021-10-18,60.72268907563025
2021-10-19,72.456
2021-10-20,117.58196721311475
2021-10-21,133.4090909090909
2021-10-22,122.64393939393939
2021-10-23,120.31818181818181
2021-10-24,103.01481481481481
2021-10-25,88.77952755905511
2021-10-26,111.51094890510949
2021-10-27,135.92753623188406
2021-10-28,144.27611940298507
2021-10-29,147.82089552238807
2021-10-30,143.1925925925926
2021-10-31,158.01526717557252
2021-11-01,162.78787878787878
2021-11-02,153.97058823529412
2021-11-03,151.76223776223776
2021-11-04,177.80882352941177
2021-11-05,223.32089552238807
2021-11-06,195.0791366906475
2021-11-07,197.3661971830986
2021-11-08,206.89285714285714
2021-11-09,215.67391304347825
2021-11-10,205.2112676056338
2021-11-11,209.8175182481752
2021-11-12,212.8029197080292
2021-11-13,195.31205673758865
2021-11-14,184.4160583941606
2021-11-15,181.08759124087592
2021-11-16,189.95774647887325
2021-11-17,184.59285714285716
2021-11-18,174.28082191780823
2021-11-19,177.3507462686567
2021-11-20,176.007299270073
2021-11-21,168.64285714285714
2021-11-22,153.13868613138686
2021-11-23,152.78807947019868
2021-11-24,167.0126582278481
2021-11-25,171.4437086092715
2021-11-26,186.6013071895425
2021-11-27,195.9794520547945
2021-11-28,193.36879432624113
2021-11-29,188.7058823529412
2021-11-30,172.70833333333334
2021-12-01,193.06493506493507
2021-12-02,196.8
2021-12-03,181.21052631578948
2021-12-04,178.1184210526316
2021-12-05,169.74149659863946
2021-12-06,154.53146853146853
2021-12-07,151.6
2021-12-08,136.77702702702703
2021-12-09,153.33766233766235
2021-12-10,151.93548387096774
2021-12-11,145.98013245033113
2021-12-12,165.99354838709678
2021-12-13,183.75838926174498
2021-12-14,185.69333333333333
2021-12-15,189.56953642384107
2021-12-16,196.3815789473684
2021-12-17,187.7579617834395
2021-12-18,174.68589743589743
2021-12-19,156.76433121019107
2021-12-20,185.51298701298703
2021-12-21,211.0764331210191
2021-12-22,220.25
2021-12-23,220.85185185185185
2021-12-24,212.19875776397515
2021-12-25,209.9108280254777
2021-12-26,218.06451612903226
2021-12-27,183.36666666666667
2021-12-28,172.54248366013073
2021-12-29,143.35416666666666
2021-12-30,133.52564102564102
2021-12-31,142.6060606060606
2022-01-01,165.07272727272726
2022-01-02,177.12179487179486
2022-01-03,186.48322147651007
2022-01-04,198.4203821656051
2022-01-05,202.39375
2022-01-06,169.03773584905662
2022-01-07,145.025
2022-01-08,115.84313725490196
2022-01-09,97.56687898089172
2022-01-10,102.58125
2022-01-11,126.90123456790124
2022-01-12,118.49032258064516
2022-01-13,132.27672955974842
2022-01-14,151.96688741721854
2022-01-15,144.59477124183007
